Unique ID,Asset ID (Client),Parent Asset,Address,Level,Sub Location,Asset Category (L1),Asset Category (L2),Asset Category (L3),Asset Category (L4),Item Description,Condition Rating (0-5),Condition Rating Label,Photo 1,Photo 2,Quantity,Unit of Measurement,Width (mm),Depth (mm),Height (mm),Screen Size (inches),Make / Brand,Model,Serial Number,Asset Tag / Label,Colour / Finish,Comments / Recommendations,Unit Rate - RCN ($),Estimated Replacement Cost ($),Remaining Useful Life (%),Indemnity Value ($),Insurance Schedule Category,Effective Life (years),Cost Source
200102,,,,,,Furniture,Screens & Partitions,Pinboard,900×600mm,"Pinboard 900×600mm, fabric, aluminium frame",,,,,1,ea,900,20,600,,Visionchart,PB9060,,,Grey Fabric,,120,120,,90,Contents,10,"Source: Officeworks, approx AUD $119, 2025"
200103,,,,,,Furniture,Screens & Partitions,Pinboard,1800×900mm,"Pinboard 1800×900mm, fabric, aluminium frame",,,,,1,ea,1800,20,900,,Visionchart,PB1809,,,Grey Fabric,,220,220,,165,Contents,10,"Source: Officeworks, approx AUD $219, 2025"
200104,,,,,,Furniture,Screens & Partitions,Room Divider,4-panel,"4-panel folding room divider, fabric covered",,,,,1,ea,1600,50,1800,,Rapidline,RmDiv4,,,Charcoal Fabric,,650,650,,487.5,Contents,10,"Source: Fast Office Furniture, approx AUD $649, 2025"
200105,,,,,,Furniture,Screens & Partitions,Room Divider,6-panel,"6-panel folding room divider, fabric covered",,,,,1,ea,2400,50,1800,,Rapidline,RmDiv6,,,Charcoal Fabric,,900,900,,675,Contents,10,"Source: Fast Office Furniture, approx AUD $899, 2025"
200106,,,,,,Furniture,Soft Furnishings,Window Blind,Vertical 1800mm,"Vertical blind, 1800×1800mm, fabric",,,,,1,ea,1800,,1800,,Luxaflex,Vertiflex,,,Grey,,350,350,,262.5,Contents,8,"Source: Harvey Norman, approx AUD $349, 2025"
200107,,,,,,Furniture,Soft Furnishings,Window Blind,Roller 1500mm,"Roller blind, 1500×1800mm, blockout",,,,,1,ea,1500,,1800,,Decora,Blackout Roller,,,Charcoal,,220,220,,165,Contents,8,"Source: Bunnings, approx AUD $219, 2025"
200108,,,,,,Furniture,Soft Furnishings,Window Blind,Venetian 1200mm,"Aluminium venetian blind, 1200×1800mm",,,,,1,ea,1200,,1800,,Decora,Venetian 50mm,,,Silver,,180,180,,135,Contents,10,"Source: Bunnings, approx AUD $179, 2025"
200109,,,,,,Furniture,Soft Furnishings,Rug / Carpet Tile,2×3m,"Area rug, 2000×3000mm, commercial grade",,,,,1,ea,2000,3000,,,Interface,Carpet Tile 2x3,,,Charcoal,,600,600,,450,Contents,8,"Source: Interface.com, approx AUD $599, 2025"
200110,,,,,,Furniture,Soft Furnishings,Rug / Carpet Tile,1.6×2.3m,"Area rug, 1600×2300mm, loop pile",,,,,1,ea,1600,2300,,,Interface,Carpet Tile 1.6x2.3,,,Grey,,380,380,,285,Contents,8,"Source: Interface.com, approx AUD $379, 2025"
200111,,,,,,Furniture,Soft Furnishings,Artwork / Print,Large framed,"Large framed artwork / print, 1200×800mm",,,,,1,ea,1200,50,800,,Generic,Artwork L,,,Various,,400,400,,300,Contents,10,"Source: Ikea/Officeworks, approx AUD $399, 2025"
200112,,,,,,Furniture,Soft Furnishings,Artwork / Print,Medium framed,"Medium framed artwork / print, 600×800mm",,,,,1,ea,600,50,800,,Generic,Artwork M,,,Various,,200,200,,150,Contents,10,"Source: Ikea, approx AUD $199, 2025"
200113,,,,,,Furniture,Soft Furnishings,Planter / Indoor Plant,Large floor planter,"Large indoor plant in pot, floor standing, 1200mm H",,,,,1,ea,400,400,1200,,Generic,Floor Plant L,,,Various,,350,350,,262.5,Contents,5,"Source: Bunnings, approx AUD $349, 2025"
200114,,,,,,Furniture,Soft Furnishings,Planter / Indoor Plant,Small desktop planter,"Desktop planter/succulent, 200mm",,,,,1,ea,200,200,200,,Generic,Desktop Plant,,,Various,,60,60,,45,Contents,5,"Source: Bunnings, approx AUD $59, 2025"
200115,,,,,,Information Technology,Computing,Desktop Computer (Tower),i5,"Desktop PC, Intel Core i5, 16GB RAM, 512GB SSD, Win 11 Pro",,,,,1,ea,175,292,358,,Dell,OptiPlex 7020 SFF,,,Black,,1300,1300,,975,Contents,5,"Source: Dell AU, approx AUD $1299, 2025"
200116,,,,,,Information Technology,Computing,Desktop Computer (Tower),i7,"Desktop PC, Intel Core i7, 32GB RAM, 1TB SSD, Win 11 Pro",,,,,1,ea,165,445,358,,Dell,OptiPlex 7020 Tower,,,Black,,1750,1750,,1312.5,Contents,5,"Source: Dell AU, approx AUD $1749, 2025"
200117,,,,,,Information Technology,Computing,Desktop Computer (Tower),High-perf,"High-performance workstation, Core i9, 64GB RAM, 2TB SSD",,,,,1,ea,165,445,400,,Dell,Precision 5860,,,Black,,4500,4500,,3375,Contents,5,"Source: Dell AU, approx AUD $4499, 2025"
200118,,,,,,Information Technology,Computing,Desktop Computer (Tower),Budget i3,"Budget desktop, Intel Core i3, 8GB RAM, 256GB SSD",,,,,1,ea,160,350,340,,HP,ProDesk 405 G9,,,Black,,850,850,,637.5,Contents,5,"Source: HP AU, approx AUD $849, 2025"
200119,,,,,,Information Technology,Computing,Desktop Computer (AIO),24-inch,"All-in-one PC, 24"", Core i5, 16GB, 512GB SSD",,,,,1,ea,,,,24,Dell,OptiPlex AIO 7410,,,Black,,1900,1900,,1425,Contents,5,"Source: Dell AU, approx AUD $1899, 2025"
200120,,,,,,Information Technology,Computing,Desktop Computer (AIO),27-inch,"All-in-one PC, 27"", Core i7, 32GB, 1TB SSD, touchscreen",,,,,1,ea,,,,27,HP,EliteOne 870 G9,,,Silver,,2800,2800,,2100,Contents,5,"Source: HP AU, approx AUD $2799, 2025"
200121,,,,,,Information Technology,Computing,Laptop / Notebook,"Business 14""","Business laptop, 14"", Core i5, 16GB, 512GB SSD",,,,,1,ea,323,222,20,,Dell,Latitude 5440,,,Grey,,1650,1650,,1237.5,Contents,4,"Source: Dell AU, approx AUD $1649, 2025"
200122,,,,,,Information Technology,Computing,Laptop / Notebook,"Business 15""","Business laptop, 15.6"", Core i7, 32GB, 1TB SSD",,,,,1,ea,356,234,20,,Dell,Latitude 5540,,,Grey,,2200,2200,,1650,Contents,4,"Source: Dell AU, approx AUD $2199, 2025"
200123,,,,,,Information Technology,Computing,Laptop / Notebook,"Premium 14""","Premium ultrabook, 14"", Core i7, 32GB, 1TB SSD",,,,,1,ea,315,222,15,,Lenovo,ThinkPad X1 Carbon Gen 12,,,Black,,2900,2900,,2175,Contents,4,"Source: Lenovo AU, approx AUD $2899, 2025"
200124,,,,,,Information Technology,Computing,Laptop / Notebook,"MacBook Pro 14""","MacBook Pro 14"", M4 Pro chip, 24GB, 512GB SSD",,,,,1,ea,312,221,16,,Apple,"MacBook Pro 14"" M4 Pro",,,Space Black,,3200,3200,,2400,Contents,5,"Source: Apple AU, approx AUD $3199, 2025"
200125,,,,,,Information Technology,Computing,Laptop / Notebook,"MacBook Air 13""","MacBook Air 13"", M3 chip, 16GB, 256GB SSD",,,,,1,ea,304,215,11,,Apple,"MacBook Air 13"" M3",,,Midnight,,1999,1999,,1499.25,Contents,5,"Source: Apple AU, approx AUD $1999, 2025"
200126,,,,,,Information Technology,Computing,Laptop / Notebook,"Budget 14""","Entry-level laptop, 14"", Core i5, 8GB, 256GB SSD",,,,,1,ea,324,226,19,,HP,ProBook 440 G11,,,Silver,,1200,1200,,900,Contents,4,"Source: JB Hi-Fi, approx AUD $1199, 2025"
200127,,,,,,Information Technology,Computing,Tablet,iPad 10th gen,"iPad 10th Gen, 10.9"", 64GB Wi-Fi",,,,,1,ea,249,179,7,,Apple,iPad 10th Gen,,,Silver,,750,750,,562.5,Contents,4,"Source: Apple AU, approx AUD $749, 2025"
200128,,,,,,Information Technology,Computing,Tablet,"iPad Pro 11""","iPad Pro 11"", M4, 256GB Wi-Fi",,,,,1,ea,249,177,6,,Apple,"iPad Pro 11"" M4",,,Space Grey,,1700,1700,,1275,Contents,4,"Source: Apple AU, approx AUD $1699, 2025"
200129,,,,,,Information Technology,Computing,Tablet,"Surface Pro 11""","Surface Pro 11"", Snapdragon X Plus, 16GB, 256GB",,,,,1,ea,287,209,9,,Microsoft,Surface Pro 11,,,Platinum,,2000,2000,,1500,Contents,4,"Source: Microsoft AU, approx AUD $1999, 2025"
200130,,,,,,Information Technology,Computing,Server (Tower),Entry-level,"Entry-level tower server, Xeon E-2400, 32GB ECC, 2TB RAID",,,,,1,ea,175,444,360,,Dell,PowerEdge T150,,,Black,,3500,3500,,2625,Contents,5,"Source: Dell AU, approx AUD $3499, 2025"
200131,,,,,,Information Technology,Computing,Server (Tower),Mid-range,"Mid-range tower server, Xeon Silver, 64GB ECC, 4TB RAID",,,,,1,ea,175,538,423,,Dell,PowerEdge T350,,,Black,,6500,6500,,4875,Contents,5,"Source: Dell AU, approx AUD $6499, 2025"
200132,,,,,,Information Technology,Computing,Mini PC / NUC,i5,"Mini PC, Intel Core i5, 16GB, 512GB SSD",,,,,1,ea,117,112,54,,Intel,NUC 13 Pro,,,Black,,900,900,,675,Contents,5,"Source: JB Hi-Fi, approx AUD $899, 2025"
200133,,,,,,Information Technology,Computing,Docking Station,USB-C,"USB-C docking station, dual monitor, 100W PD",,,,,1,ea,220,87,20,,Dell,WD22TB4,,,Black,,450,450,,337.5,Contents,4,"Source: Dell AU, approx AUD $449, 2025"
200134,,,,,,Information Technology,Computing,Docking Station,Thunderbolt 4,"Thunderbolt 4 docking station, 96W PD",,,,,1,ea,235,97,22,,Belkin,INC004,,,Black,,550,550,,412.5,Contents,4,"Source: JB Hi-Fi, approx AUD $549, 2025"
200135,,,,,,Information Technology,Display & Peripherals,Monitor / Screen,"24"" FHD","24"" Full HD monitor, IPS, HDMI/DP",,,,,1,ea,,,,24,Dell,P2422H,,,Black,,380,380,,285,Contents,6,"Source: Dell AU, approx AUD $379, 2025"
200136,,,,,,Information Technology,Display & Peripherals,Monitor / Screen,"27"" QHD","27"" QHD monitor, IPS, USB-C, HDMI/DP",,,,,1,ea,,,,27,Dell,P2723DE,,,Black,,650,650,,487.5,Contents,6,"Source: Dell AU, approx AUD $649, 2025"
200137,,,,,,Information Technology,Display & Peripherals,Monitor / Screen,"27"" 4K","27"" 4K UHD monitor, USB-C 90W",,,,,1,ea,,,,27,LG,27UK850,,,Black,,750,750,,562.5,Contents,6,"Source: JB Hi-Fi, approx AUD $749, 2025"
200138,,,,,,Information Technology,Display & Peripherals,Monitor / Screen,"32"" 4K","32"" 4K monitor, USB-C, thunderbolt",,,,,1,ea,,,,32,Samsung,S32B800,,,Black,,1100,1100,,825,Contents,6,"Source: JB Hi-Fi, approx AUD $1099, 2025"
200139,,,,,,Information Technology,Display & Peripherals,Monitor / Screen,"34"" Ultrawide","34"" ultrawide curved monitor, WQHD",,,,,1,ea,,,,34,LG,34WP65C,,,Black,,900,900,,675,Contents,6,"Source: JB Hi-Fi, approx AUD $899, 2025"
200140,,,,,,Information Technology,Display & Peripherals,Printer (Desktop),A4 Laser Mono,"Laser printer, A4 mono, 38ppm, duplex",,,,,1,ea,359,382,236,,Brother,HL-L5210DW,,,Black,,400,400,,300,Contents,5,"Source: Officeworks, approx AUD $399, 2025"
200141,,,,,,Information Technology,Display & Peripherals,Printer (Desktop),A4 Inkjet Colour,"Inkjet MFP, A4 colour, print/scan/copy",,,,,1,ea,375,347,230,,Epson,EcoTank ET-4850,,,Black,,500,500,,375,Contents,5,"Source: Officeworks, approx AUD $499, 2025"
200142,,,,,,Information Technology,Display & Peripherals,Printer (Multifunction),A4 Laser Colour,"MFP, A4 colour laser, print/scan/copy/fax",,,,,1,ea,469,499,333,,Brother,MFC-L8690CDW,,,Black,,750,750,,562.5,Contents,5,"Source: Officeworks, approx AUD $749, 2025"
200143,,,,,,Information Technology,Display & Peripherals,Printer (Multifunction),A3 Colour Laser,"A3 colour laser MFP, print/scan/copy, 30ppm",,,,,1,ea,587,616,699,,Konica Minolta,bizhub C257i,,,Grey,,4500,4500,,3375,Contents,7,"Source: CopierChoice AU, approx AUD $4499, 2025"
200144,,,,,,Information Technology,Display & Peripherals,Printer (Multifunction),A3 High-speed,"A3 high-speed mono MFP, 50ppm, production grade",,,,,1,ea,587,650,850,,Konica Minolta,bizhub 558e,,,Grey,,6500,6500,,4875,Contents,7,"Source: CopierChoice AU, approx AUD $6499, 2025"
200145,,,,,,Information Technology,Display & Peripherals,Scanner (Flatbed),A4,"A4 flatbed scanner, 1200dpi, USB",,,,,1,ea,253,163,36,,Canon,CanoScan LiDE 400,,,White,,180,180,,135,Contents,5,"Source: Officeworks, approx AUD $179, 2025"
200146,,,,,,Information Technology,Display & Peripherals,Scanner (Sheet-fed),A4 30ppm,"Sheet-fed document scanner, A4, 30ppm duplex",,,,,1,ea,168,158,156,,Fujitsu,fi-7160,,,Black,,1200,1200,,900,Contents,5,"Source: Winc, approx AUD $1199, 2025"
200147,,,,,,Information Technology,Display & Peripherals,UPS (Battery Backup),600VA,"UPS 600VA/360W, USB, 4 outlet",,,,,1,ea,320,100,142,,APC,BX600CI-AS,,,Black,,180,180,,135,Contents,5,"Source: Officeworks, approx AUD $179, 2025"
200148,,,,,,Information Technology,Display & Peripherals,UPS (Battery Backup),1500VA,"UPS 1500VA/900W, LCD, USB, rack/tower",,,,,1,ea,432,150,202,,APC,SMC1500IC,,,Black,,550,550,,412.5,Contents,5,"Source: Winc, approx AUD $549, 2025"
200149,,,,,,Information Technology,Display & Peripherals,UPS (Battery Backup),3000VA,"UPS 3000VA rack mount, network management card",,,,,1,ea,482,680,88,,APC,SRT3000RMXLI,,,Black,,1800,1800,,1350,Contents,5,"Source: Winc, approx AUD $1799, 2025"
200150,,,,,,Information Technology,Display & Peripherals,Webcam,HD 1080p,"1080p full HD webcam, built-in mic",,,,,1,ea,88,31,55,,Logitech,C920s Pro,,,Black,,180,180,,135,Contents,4,"Source: Officeworks, approx AUD $179, 2025"
200151,,,,,,Information Technology,Display & Peripherals,Webcam,4K,4K webcam with auto-framing,,,,,1,ea,102,27,33,,Logitech,BRIO 4K,,,Black,,320,320,,240,Contents,4,"Source: JB Hi-Fi, approx AUD $319, 2025"
200152,,,,,,Information Technology,Display & Peripherals,Keyboard,Wireless,"Wireless keyboard, full-size, slim",,,,,1,ea,433,132,20,,Logitech,MK470,,,Black,,120,120,,90,Contents,4,"Source: Officeworks, approx AUD $119, 2025"
200153,,,,,,Information Technology,Display & Peripherals,Mouse,Wireless,Wireless ergonomic mouse,,,,,1,ea,126,84,48,,Logitech,MX Master 3S,,,Black,,130,130,,97.5,Contents,4,"Source: Officeworks, approx AUD $129, 2025"
200154,,,,,,Information Technology,Networking & Communications,Network Switch,8-port unmanaged,"8-port Gigabit Ethernet switch, unmanaged",,,,,1,ea,158,74,27,,Netgear,GS308,,,Black,,80,80,,60,Contents,5,"Source: JB Hi-Fi, approx AUD $79, 2025"
200155,,,,,,Information Technology,Networking & Communications,Network Switch,24-port managed,"24-port managed Gigabit switch, PoE+, 1U rack",,,,,1,ea,440,202,44,,Cisco,CBS250-24P,,,Black,,900,900,,675,Contents,7,"Source: Winc, approx AUD $899, 2025"
200156,,,,,,Information Technology,Networking & Communications,Network Switch,48-port managed,"48-port managed Gigabit switch, 1U rack",,,,,1,ea,440,202,44,,Cisco,CBS350-48P,,,Black,,1800,1800,,1350,Contents,7,"Source: Winc, approx AUD $1799, 2025"
200157,,,,,,Information Technology,Networking & Communications,Network Switch,24-port PoE+,"24-port PoE+ switch, 370W budget, managed",,,,,1,ea,440,105,44,,Ubiquiti,UniFi USW-24-PoE,,,Black,,750,750,,562.5,Contents,7,"Source: Wireless1, approx AUD $749, 2025"
200158,,,,,,Information Technology,Networking & Communications,Wireless Access Point,Ceiling mount,"Wi-Fi 6 ceiling-mount access point, 4×4 MIMO",,,,,1,ea,,,,,Cisco,Catalyst 9130AX,,,White,,1200,1200,,900,Contents,5,"Source: Winc, approx AUD $1199, 2025"
200159,,,,,,Information Technology,Networking & Communications,Wireless Access Point,Wall mount,Wi-Fi 6 wall-mount access point,,,,,1,ea,,,,,Ubiquiti,UniFi U6 Lite,,,White,,280,280,,210,Contents,5,"Source: Wireless1, approx AUD $279, 2025"
200160,,,,,,Information Technology,Networking & Communications,Firewall / Router,SMB,"SMB next-gen firewall, 1Gbps throughput",,,,,1,ea,214,160,38,,Fortinet,FortiGate 80F,,,Black,,1800,1800,,1350,Contents,5,"Source: Fortinet AU, approx AUD $1799, 2025"
200161,,,,,,Information Technology,Networking & Communications,Firewall / Router,Enterprise,"Enterprise firewall appliance, multi-port SFP+",,,,,1,ea,440,280,44,,Fortinet,FortiGate 200F,,,Black,,6000,6000,,4500,Contents,5,"Source: Fortinet AU, approx AUD $5999, 2025"
200162,,,,,,Information Technology,Networking & Communications,NAS (Network Storage),4-bay,"4-bay NAS, 40TB usable, RAID 5",,,,,1,ea,166,199,108,,Synology,DS923+,,,Black,,1500,1500,,1125,Contents,5,"Source: Synology AU, approx AUD $1499, 2025"
200163,,,,,,Information Technology,Networking & Communications,NAS (Network Storage),8-bay,"8-bay enterprise NAS, 80TB usable",,,,,1,ea,157,228,233,,Synology,DS1823xs+,,,Black,,3500,3500,,2625,Contents,5,"Source: Synology AU, approx AUD $3499, 2025"
200164,,,,,,Information Technology,Networking & Communications,Network Rack,12U wall mount,"12U wall-mount network rack, 550mm deep",,,,,1,ea,600,550,650,,Generic,WR12U,,,Black,,550,550,,412.5,Contents,15,"Source: Winc, approx AUD $549, 2025"
200165,,,,,,Information Technology,Networking & Communications,Network Rack,22U floor stand,22U floor-standing network rack,,,,,1,ea,600,800,1100,,Generic,FR22U,,,Black,,900,900,,675,Contents,15,"Source: Winc, approx AUD $899, 2025"
200166,,,,,,Information Technology,Networking & Communications,PABX / IP PBX,16-ext,"IP PBX system, 16-extension capacity, SIP",,,,,1,ea,,,,,Yealink,P-Series P5,,,Black,,2200,2200,,1650,Contents,7,"Source: Yealink AU, approx AUD $2199, 2025"
200167,,,,,,Information Technology,Networking & Communications,PABX / IP PBX,48-ext,"IP PBX, 48-extension, unified communications",,,,,1,ea,440,310,44,,Cisco,BE6000S,,,Black,,5500,5500,,4125,Contents,7,"Source: Cisco AU, approx AUD $5499, 2025"
200168,,,,,,Information Technology,Networking & Communications,VoIP Phone,Standard,"IP desk phone, colour display, PoE",,,,,1,ea,212,184,132,,Yealink,T54W,,,Black,,250,250,,187.5,Contents,5,"Source: Yealink AU, approx AUD $249, 2025"
200169,,,,,,Information Technology,Networking & Communications,VoIP Phone,Executive,"Executive IP phone, 7"" touchscreen, video",,,,,1,ea,220,195,170,,Yealink,T58W,,,Black,,450,450,,337.5,Contents,5,"Source: Yealink AU, approx AUD $449, 2025"
200170,,,,,,Information Technology,Networking & Communications,Patch Panel,24-port,"24-port Cat6 patch panel, 1U rack",,,,,1,ea,482,95,44,,Netgear,NPP24UPS100,,,Black,,120,120,,90,Contents,10,"Source: Winc, approx AUD $119, 2025"
200171,,,,,,Audio Visual,Display Systems,Flat Screen TV,"55""","55"" 4K UHD Smart TV, wall-mount bracket",,,,,1,ea,,,,55,Samsung,QA55Q70D,,,Black,,1200,1200,,900,Contents,8,"Source: Harvey Norman, approx AUD $1199, 2025"
200172,,,,,,Audio Visual,Display Systems,Flat Screen TV,"65""","65"" 4K QLED Smart TV",,,,,1,ea,,,,65,Samsung,QA65Q70D,,,Black,,1800,1800,,1350,Contents,8,"Source: Harvey Norman, approx AUD $1799, 2025"
200173,,,,,,Audio Visual,Display Systems,Flat Screen TV,"65"" commercial","65"" 4K commercial display, landscape/portrait",,,,,1,ea,,,,65,Samsung,QM65B,,,Black,,2800,2800,,2100,Contents,8,"Source: Samsung Business AU, approx AUD $2799, 2025"
200174,,,,,,Audio Visual,Display Systems,Flat Screen TV,"75""","75"" 4K Smart TV, HDR, Wi-Fi",,,,,1,ea,,,,75,Hisense,75U8HAU,,,Black,,2200,2200,,1650,Contents,8,"Source: Harvey Norman, approx AUD $2199, 2025"
200175,,,,,,Audio Visual,Display Systems,Flat Screen TV,"75"" commercial","75"" 4K commercial display, 24/7 rated",,,,,1,ea,,,,75,LG,75UH5J,,,Black,,3800,3800,,2850,Contents,8,"Source: LG Business AU, approx AUD $3799, 2025"
200176,,,,,,Audio Visual,Display Systems,Flat Screen TV,"85""","85"" 4K Smart TV, QLED, local dimming",,,,,1,ea,,,,85,Samsung,QA85Q80D,,,Black,,3500,3500,,2625,Contents,8,"Source: Harvey Norman, approx AUD $3499, 2025"
200177,,,,,,Audio Visual,Display Systems,Flat Screen TV,"98""","98"" 4K commercial display, ultra large format",,,,,1,ea,,,,98,LG,98UR640S,,,Black,,9500,9500,,7125,Contents,8,"Source: LG Business AU, approx AUD $9499, 2025"
200178,,,,,,Audio Visual,Display Systems,Projector,3000 lumen,"DLP projector, 3000 lumens, 1080p, HDMI",,,,,1,ea,302,232,99,,Epson,EH-TW5825,,,White,,1100,1100,,825,Contents,8,"Source: JB Hi-Fi, approx AUD $1099, 2025"
200179,,,,,,Audio Visual,Display Systems,Projector,5000 lumen,"Installation projector, 5000 lumens, WUXGA",,,,,1,ea,400,296,115,,Epson,EB-L520U,,,White,,3500,3500,,2625,Contents,8,"Source: Epson AU, approx AUD $3499, 2025"
200180,,,,,,Audio Visual,Display Systems,Projector,8000 lumen,"Large venue projector, 8000 lumens, 4K",,,,,1,ea,464,530,175,,Sony,VPL-FHZ85,,,White,,8000,8000,,6000,Contents,10,"Source: Sony AU, approx AUD $7999, 2025"
200181,,,,,,Audio Visual,Display Systems,Projection Screen,Manual 2400mm,"Manual pull-down screen, 2.4m W, 16:9, matte white",,,,,1,ea,2400,,,,Screenline,Manual 2400,,,White,,450,450,,337.5,Contents,10,"Source: AV distributor AU, approx AUD $449, 2025"
200182,,,,,,Audio Visual,Display Systems,Projection Screen,Electric 3000mm,"Electric drop-down screen, 3m W, 16:9, motorised",,,,,1,ea,3000,,,,Screenline,Electric 3000,,,White,,1200,1200,,900,Contents,10,"Source: AV distributor AU, approx AUD $1199, 2025"
200183,,,,,,Audio Visual,Display Systems,Interactive Whiteboard,"65""","65"" interactive flat panel display, 4K, multi-touch",,,,,1,ea,,,,65,SMART,Board 65 6000S,,,Black,,4500,4500,,3375,Contents,7,"Source: SMART Technologies AU, approx AUD $4499, 2025"
200184,,,,,,Audio Visual,Display Systems,Interactive Whiteboard,"75""","75"" interactive display, 4K touchscreen, Android",,,,,1,ea,,,,75,Clevertouch,Impact Max 75,,,Black,,5800,5800,,4350,Contents,7,"Source: Clevertouch AU, approx AUD $5799, 2025"
200185,,,,,,Audio Visual,Display Systems,Digital Signage Screen,"43""","43"" commercial digital signage display, portrait/landscape",,,,,1,ea,,,,43,Samsung,QM43B,,,Black,,1500,1500,,1125,Contents,7,"Source: Samsung Business AU, approx AUD $1499, 2025"
200186,,,,,,Audio Visual,Display Systems,Digital Signage Screen,"55""","55"" commercial digital signage, 24/7 rated",,,,,1,ea,,,,55,LG,55UH5J,,,Black,,2200,2200,,1650,Contents,7,"Source: LG Business AU, approx AUD $2199, 2025"
